City,Colors_Reported,Shape_Reported,State,Time,Year,Month,Day,Hour
Ashland,,CONE,OH,1998-06-06 04:30:00,1998,6,6,4
Montverde,YELLOW,EGG,FL,1998-06-06 08:40:00,1998,6,6,8
Reno,,FORMATION,NV,1998-06-06 14:18:00,1998,6,6,14
Clifton,,SPHERE,NJ,1998-06-06 16:15:00,1998,6,6,16
Salinas,,FIREBALL,CA,1998-06-06 19:00:00,1998,6,6,19
Tampa,,LIGHT,FL,1998-06-06 21:30:00,1998,6,6,21
Elba,,LIGHT,NY,1998-06-06 22:00:00,1998,6,6,22
Vero Beach,,LIGHT,FL,1998-06-06 22:00:00,1998,6,6,22
St. Louis,,DIAMOND,MO,1998-06-06 23:15:00,1998,6,6,23
Los Angeles,,TRIANGLE,CA,1998-06-07 14:00:00,1998,6,7,14
Phoenix,,FIREBALL,AZ,1998-06-07 21:05:00,1998,6,7,21
Framingham,YELLOW GREEN,OTHER,MA,1998-06-07 21:40:00,1998,6,7,21
Cornville,,FIREBALL,AZ,1998-06-07 22:00:00,1998,6,7,22
Watertown,,CIRCLE,NY,1998-06-07 23:00:00,1998,6,7,23
Chesterfield,,FIREBALL,MO,1998-06-07 23:06:00,1998,6,7,23
Newport,YELLOW,LIGHT,RI,1998-06-08 21:00:00,1998,6,8,21
Chesterfield,,,MO,1998-06-08 22:20:00,1998,6,8,22
Salem,,LIGHT,OR,1998-06-08 23:40:00,1998,6,8,23
San Bernardino,,DIAMOND,CA,1998-06-09 00:00:00,1998,6,9,0
Lynch Mountain,,OTHER,KY,1998-06-09 06:20:00,1998,6,9,6
Brownsville,,LIGHT,TX,1998-06-09 21:30:00,1998,6,9,21
Chicago,,CIRCLE,IL,1998-06-10 02:30:00,1998,6,10,2
Newalla,,OTHER,OK,1998-06-10 22:00:00,1998,6,10,22
Palm Springs,,CIRCLE,CA,1998-06-11 13:00:00,1998,6,11,13
Lincoln City,,VARIOUS,OR,1998-06-11 17:25:00,1998,6,11,17
Patterson,,DISK,CA,1998-06-11 18:15:00,1998,6,11,18
Tampa,,LIGHT,FL,1998-06-11 21:00:00,1998,6,11,21
Kansas City,RED GREEN,LIGHT,MO,1998-06-11 21:58:00,1998,6,11,21
Grayling,ORANGE,SPHERE,MI,1998-06-12 10:30:00,1998,6,12,10
Halsey,,,OR,1998-06-12 14:00:00,1998,6,12,14
West Chicago,,RECTANGLE,IL,1998-06-12 21:00:00,1998,6,12,21
Santa Monica,,FORMATION,CA,1998-06-12 21:35:00,1998,6,12,21
Perris,ORANGE,LIGHT,CA,1998-06-12 22:30:00,1998,6,12,22
Montebello,,LIGHT,CA,1998-06-12 22:45:00,1998,6,12,22
Spokane,BLUE,OVAL,WA,1998-06-13 13:00:00,1998,6,13,13
Gresham,,CIRCLE,OR,1998-06-13 19:00:00,1998,6,13,19
Gresham,,CROSS,OR,1998-06-13 23:40:00,1998,6,13,23
Columbus,,FORMATION,OH,1998-06-14 04:30:00,1998,6,14,4
Cartago,,SPHERE,CA,1998-06-15 00:01:00,1998,6,15,0
Boy Scout Camp Royenea,GREEN,DISK,CA,1998-06-15 00:30:00,1998,6,15,0
CA,,,CA,1998-06-15 01:00:00,1998,6,15,1
Glide,BLUE,SPHERE,OR,1998-06-15 01:00:00,1998,6,15,1
Irwindale,GREEN,LIGHT,CA,1998-06-15 03:00:00,1998,6,15,3
Stockton,,FIREBALL,CA,1998-06-15 03:00:00,1998,6,15,3
Kingsville,,LIGHT,TX,1998-06-15 05:47:00,1998,6,15,5
Beavercreek,,OTHER,OH,1998-06-15 08:23:00,1998,6,15,8
Kalkaska,,CIGAR,MI,1998-06-15 11:00:00,1998,6,15,11
Navajo Lake,,SPHERE,NM,1998-06-15 11:00:00,1998,6,15,11
Florissant,,CIRCLE,CO,1998-06-15 14:00:00,1998,6,15,14
Lancaster,,CIRCLE,NY,1998-06-15 14:00:00,1998,6,15,14
Pontoto,,TRIANGLE,MS,1998-06-15 20:00:00,1998,6,15,20
Stoddard Valley,,OTHER,CA,1998-06-15 20:00:00,1998,6,15,20
Rochester,,LIGHT,IN,1998-06-15 20:30:00,1998,6,15,20
Bensalem,,DISK,PA,1998-06-15 21:00:00,1998,6,15,21
Valley Springs,,OTHER,CA,1998-06-15 21:30:00,1998,6,15,21
Campwood,,CIRCLE,TX,1998-06-15 22:00:00,1998,6,15,22
New Haven,BLUE,TRIANGLE,KY,1998-06-15 22:00:00,1998,6,15,22
Bryan,,LIGHT,TX,1998-06-15 22:10:00,1998,6,15,22
Healdsburg,GREEN BLUE,FIREBALL,CA,1998-06-15 22:34:00,1998,6,15,22
Edmond,,FIREBALL,OK,1998-06-15 23:00:00,1998,6,15,23
McHenry,,LIGHT,IL,1998-06-15 23:00:00,1998,6,15,23
Vincennes,,LIGHT,IN,1998-06-16 08:46:00,1998,6,16,8
Meadville,,TEARDROP,PA,1998-06-16 14:00:00,1998,6,16,14
Vincennes,,LIGHT,IN,1998-06-16 20:46:00,1998,6,16,20
Aspers,,CIRCLE,PA,1998-06-16 23:30:00,1998,6,16,23
Roseville,,LIGHT,MI,1998-06-17 01:30:00,1998,6,17,1
Corvallis,GREEN,SPHERE,OR,1998-06-17 22:45:00,1998,6,17,22
Annapolis,,TEARDROP,MD,1998-06-17 23:17:00,1998,6,17,23
Narcoossee,,LIGHT,FL,1998-06-18 18:45:00,1998,6,18,18
Kirkland,,DIAMOND,WA,1998-06-18 22:30:00,1998,6,18,22
Marina,,TEARDROP,CA,1998-06-18 23:44:00,1998,6,18,23
Tucson,,,AZ,1998-06-19 16:00:00,1998,6,19,16
Superior,BLUE,TRIANGLE,MT,1998-06-20 00:39:00,1998,6,20,0
Dover,,RECTANGLE,DE,1998-06-20 02:00:00,1998,6,20,2
Hartsgrove,,LIGHT,OH,1998-06-20 02:00:00,1998,6,20,2
Jacksonville,,CIRCLE,FL,1998-06-20 03:30:00,1998,6,20,3
Morris,,EGG,MN,1998-06-20 07:00:00,1998,6,20,7
Claremore,,SPHERE,OK,1998-06-20 14:00:00,1998,6,20,14
Covington,,CIRCLE,WA,1998-06-20 17:50:00,1998,6,20,17
St.Helens,,FIREBALL,OR,1998-06-20 18:00:00,1998,6,20,18
Medford,,CYLINDER,MA,1998-06-20 20:00:00,1998,6,20,20
Wilmington,,OTHER,NC,1998-06-20 21:30:00,1998,6,20,21
Eustace,,OVAL,TX,1998-06-20 22:00:00,1998,6,20,22
Rochester,,CHEVRON,NY,1998-06-20 22:30:00,1998,6,20,22
Wrightwood,,CIRCLE,CA,1998-06-20 23:00:00,1998,6,20,23
Cary,RED,CIRCLE,NC,1998-06-20 23:30:00,1998,6,20,23
San Bruno,,DISK,CA,1998-06-21 21:30:00,1998,6,21,21
Moundsville,,LIGHT,WV,1998-06-21 22:10:00,1998,6,21,22
Corpus Christi,ORANGE YELLOW,CYLINDER,TX,1998-06-21 22:30:00,1998,6,21,22
Waveland,,OVAL,MS,1998-06-21 23:30:00,1998,6,21,23
Evansville,,LIGHT,IN,1998-06-22 00:45:00,1998,6,22,0
Ellsworth,,LIGHT,WI,1998-06-22 01:00:00,1998,6,22,1
Belgrade,RED,,MT,1998-06-22 01:30:00,1998,6,22,1
Austin,,TRIANGLE,TX,1998-06-22 04:30:00,1998,6,22,4
Santee,,CYLINDER,SC,1998-06-22 22:30:00,1998,6,22,22
Neshkoro,,OTHER,WI,1998-06-23 00:30:00,1998,6,23,0
Apex,,TRIANGLE,NC,1998-06-23 01:15:00,1998,6,23,1
Richmond,,,VA,1998-06-23 20:58:00,1998,6,23,20
Lewiston,,LIGHT,ME,1998-06-24 18:30:00,1998,6,24,18
Austin,RED,OTHER,TX,1998-06-24 22:00:00,1998,6,24,22
Cleveland,,SPHERE,OH,1998-06-25 02:00:00,1998,6,25,2
Moab,,LIGHT,UT,1998-06-25 10:15:00,1998,6,25,10
Flagstaff,RED YELLOW,SPHERE,AZ,1998-06-25 10:23:00,1998,6,25,10
Boise,,SPHERE,ID,1998-06-25 11:00:00,1998,6,25,11
Plymouth,,CIRCLE,WI,1998-06-25 13:00:00,1998,6,25,13
Las Cruces,,CIRCLE,NM,1998-06-25 22:18:00,1998,6,25,22
Trumann,,OTHER,AR,1998-06-26 10:15:00,1998,6,26,10
Apple Valley,,OTHER,CA,1998-06-26 19:30:00,1998,6,26,19
East Amwell,,CIRCLE,NJ,1998-06-27 20:06:00,1998,6,27,20
East Amwell Township,,OVAL,NJ,1998-06-27 20:50:00,1998,6,27,20
Trenton,,DISK,NJ,1998-06-27 21:15:00,1998,6,27,21
Penfield,,CIRCLE,NY,1998-06-27 22:40:00,1998,6,27,22
Blossburg,,LIGHT,PA,1998-06-28 02:30:00,1998,6,28,2
Ellicott City,RED,SPHERE,MD,1998-06-28 05:00:00,1998,6,28,5
Craig,,OVAL,MT,1998-06-28 22:00:00,1998,6,28,22
Fitchburg,,CIRCLE,MA,1998-06-28 22:00:00,1998,6,28,22
Central Point,,LIGHT,OR,1998-06-28 23:00:00,1998,6,28,23
Goat Island,,FIREBALL,SC,1998-06-28 23:00:00,1998,6,28,23
Sacramento,RED,CIGAR,CA,1998-06-28 23:20:00,1998,6,28,23
Reno,,CIRCLE,NV,1998-06-29 12:00:00,1998,6,29,12
Yakima,GREEN,FIREBALL,WA,1998-06-29 23:01:00,1998,6,29,23
Corbin,,,KY,1998-06-29 23:30:00,1998,6,29,23
Waterford,BLUE,FLASH,WI,1998-06-29 23:45:00,1998,6,29,23
Jackson,,CYLINDER,MS,1998-06-30 00:00:00,1998,6,30,0
South Bend,,,IN,1998-06-30 01:00:00,1998,6,30,1
Quartzite,,FLASH,AZ,1998-06-30 01:30:00,1998,6,30,1
Indianola,,DIAMOND,IA,1998-06-30 02:00:00,1998,6,30,2
Port St. Lucie,,DISK,FL,1998-06-30 03:00:00,1998,6,30,3
Bettendorf,,LIGHT,IA,1998-06-30 03:58:00,1998,6,30,3
Algonac,,TRIANGLE,MI,1998-06-30 04:15:00,1998,6,30,4
Commerce Township,,VARIOUS,MI,1998-06-30 10:00:00,1998,6,30,10
Urbana,,CYLINDER,IL,1998-06-30 13:00:00,1998,6,30,13
Rome,,SPHERE,GA,1998-06-30 18:40:00,1998,6,30,18
Pasadena,,CIGAR,MD,1998-06-30 20:40:00,1998,6,30,20
Waldorf,,OVAL,MD,1998-06-30 21:30:00,1998,6,30,21
Los Angeles,,,CA,1998-06-30 23:00:00,1998,6,30,23
Roseville,,CIRCLE,CA,1998-07-01 00:00:00,1998,7,1,0
Rapid City,,SPHERE,MI,1998-07-01 02:00:00,1998,7,1,2
Garfield,,,NJ,1998-07-01 10:30:00,1998,7,1,10
Casa Grande,ORANGE YELLOW,CIRCLE,AZ,1998-07-01 17:20:00,1998,7,1,17
Fresno,,TRIANGLE,CA,1998-07-01 20:45:00,1998,7,1,20
Lockwood,,CIGAR,CA,1998-07-01 22:00:00,1998,7,1,22
Kalamazoo,ORANGE,CONE,MI,1998-07-02 01:30:00,1998,7,2,1
Bluewater Lake,ORANGE,LIGHT,NM,1998-07-02 04:30:00,1998,7,2,4
Huntsville,,LIGHT,AL,1998-07-03 21:30:00,1998,7,3,21
Hawii,,LIGHT,HI,1998-07-04 10:23:00,1998,7,4,10
Fenton,,DIAMOND,MI,1998-07-04 19:00:00,1998,7,4,19
Boston,,SPHERE,MA,1998-07-04 22:00:00,1998,7,4,22
Richmond,,CONE,IN,1998-07-04 22:00:00,1998,7,4,22
Nags Head,,LIGHT,NC,1998-07-04 22:30:00,1998,7,4,22
Burien,,LIGHT,WA,1998-07-04 22:55:00,1998,7,4,22
Boston,,SPHERE,MA,1998-07-04 23:00:00,1998,7,4,23
Huntsville,RED,LIGHT,AL,1998-07-04 23:00:00,1998,7,4,23
Hillsboro,,SPHERE,MO,1998-07-04 23:15:00,1998,7,4,23
Clarkston,,LIGHT,MI,1998-07-04 23:45:00,1998,7,4,23
Holland,,LIGHT,MI,1998-07-04 23:45:00,1998,7,4,23
Lake Vermillion,,DISK,MN,1998-07-05 00:00:00,1998,7,5,0
"Round Lake Beach, Illinois",,LIGHT,IL,1998-07-05 00:34:00,1998,7,5,0
Boundary Waters,,EGG,MN,1998-07-05 01:00:00,1998,7,5,1
Manasota Key,,FORMATION,FL,1998-07-05 02:00:00,1998,7,5,2
Panora,,SPHERE,IA,1998-07-05 03:00:00,1998,7,5,3
Portland,,TRIANGLE,ME,1998-07-05 21:00:00,1998,7,5,21
Cook,,LIGHT,MN,1998-07-05 23:30:00,1998,7,5,23
Loomis,,FLASH,WA,1998-07-06 01:24:00,1998,7,6,1
Elkhart,,CIGAR,IN,1998-07-06 13:30:00,1998,7,6,13
Rapid City,,OTHER,SD,1998-07-06 17:40:00,1998,7,6,17
Marty,,EGG,SD,1998-07-07 00:30:00,1998,7,7,0
Massillon,,FORMATION,OH,1998-07-07 01:35:00,1998,7,7,1
Denver,,SPHERE,CO,1998-07-07 17:00:00,1998,7,7,17
Livermore,,OTHER,CA,1998-07-07 21:00:00,1998,7,7,21
Hull,,OVAL,GA,1998-07-07 22:00:00,1998,7,7,22
Danville,BLUE,SPHERE,PA,1998-07-07 23:10:00,1998,7,7,23
Lakin,,TRIANGLE,KS,1998-07-08 02:00:00,1998,7,8,2
Albany,,RECTANGLE,NY,1998-07-08 07:30:00,1998,7,8,7
West Bloomfield,,OTHER,MI,1998-07-08 23:00:00,1998,7,8,23
Fernley,,TRIANGLE,NV,1998-07-09 20:24:00,1998,7,9,20
Hubbard,,TRIANGLE,OH,1998-07-09 21:30:00,1998,7,9,21
New York City,,DISK,NY,1998-07-09 21:30:00,1998,7,9,21
Sea Ranch,,,CA,1998-07-09 22:27:00,1998,7,9,22
South Prairie,,OTHER,WA,1998-07-10 00:45:00,1998,7,10,0
New Rochelle,,CIGAR,NY,1998-07-10 15:00:00,1998,7,10,15
Arnold,,LIGHT,MO,1998-07-10 17:30:00,1998,7,10,17
Brick,,SPHERE,NJ,1998-07-10 20:00:00,1998,7,10,20
Morristown,RED,,NJ,1998-07-10 20:29:00,1998,7,10,20
Westford,BLUE,DISK,VT,1998-07-10 22:00:00,1998,7,10,22
San Angelo,,FORMATION,TX,1998-07-10 22:15:00,1998,7,10,22
Medina County,,LIGHT,OH,1998-07-11 12:00:00,1998,7,11,12
"Hwy 30, heading west",RED,OTHER,PA,1998-07-11 13:35:00,1998,7,11,13
Lincoln,,SPHERE,MA,1998-07-11 17:00:00,1998,7,11,17
Chicago,,LIGHT,IL,1998-07-11 22:20:00,1998,7,11,22
Franklin Park,,CIRCLE,IL,1998-07-11 22:43:00,1998,7,11,22
Lock Haven,,,PA,1998-07-12 02:00:00,1998,7,12,2
Centerville,,LIGHT,OH,1998-07-12 02:50:00,1998,7,12,2
Decatur,,OTHER,AL,1998-07-12 20:00:00,1998,7,12,20
Salisbury,,FIREBALL,NC,1998-07-12 21:45:00,1998,7,12,21
Angola,,FORMATION,NY,1998-07-12 22:00:00,1998,7,12,22
Mt. Morris,RED BLUE,LIGHT,PA,1998-07-12 22:25:00,1998,7,12,22
McCook Lake,,,SD,1998-07-13 00:00:00,1998,7,13,0
San Francisco International Airport,,VARIOUS,CA,1998-07-13 02:00:00,1998,7,13,2
Schererville,,SPHERE,IN,1998-07-13 08:45:00,1998,7,13,8
Bakersfield,,,CA,1998-07-13 15:38:00,1998,7,13,15
Chocowinity,,DISK,NC,1998-07-13 21:00:00,1998,7,13,21
Idaho Falls,,TRIANGLE,ID,1998-07-13 23:05:00,1998,7,13,23
Bay City,,,TX,1998-07-14 22:30:00,1998,7,14,22
York,,,PA,1998-07-14 22:34:00,1998,7,14,22
Shanadoah,,TRIANGLE,IA,1998-07-14 23:00:00,1998,7,14,23
Minneapolis,,DISK,MN,1998-07-15 01:00:00,1998,7,15,1
Rachel,,OTHER,NV,1998-07-15 01:00:00,1998,7,15,1
Albuquerque,,FIREBALL,NM,1998-07-15 01:30:00,1998,7,15,1
Council,,TRIANGLE,ID,1998-07-15 01:30:00,1998,7,15,1
San Bernardino,,LIGHT,CA,1998-07-15 05:00:00,1998,7,15,5
Columbus,,OTHER,OH,1998-07-15 08:00:00,1998,7,15,8
New York City,,OTHER,NY,1998-07-15 14:00:00,1998,7,15,14
Dublin,,FLASH,OH,1998-07-15 14:30:00,1998,7,15,14
Bristol,,EGG,RI,1998-07-15 15:00:00,1998,7,15,15
Spokane,,OVAL,WA,1998-07-15 15:00:00,1998,7,15,15
Aurora,,,CO,1998-07-15 19:00:00,1998,7,15,19
Sterling,,DISK,VA,1998-07-15 19:00:00,1998,7,15,19
McMinnville,GREEN,OVAL,TN,1998-07-15 20:00:00,1998,7,15,20
Medford,,CIRCLE,OR,1998-07-15 21:00:00,1998,7,15,21
Chiricahua Mountains,,CIRCLE,AZ,1998-07-15 21:30:00,1998,7,15,21
Scales Mound,,LIGHT,IL,1998-07-15 21:30:00,1998,7,15,21
Lynnwood,,TRIANGLE,WA,1998-07-15 22:00:00,1998,7,15,22
Chapel Hill,,FORMATION,TN,1998-07-15 22:30:00,1998,7,15,22
Killeen,,FLASH,TX,1998-07-15 22:30:00,1998,7,15,22
Salem,,CIRCLE,NH,1998-07-15 23:30:00,1998,7,15,23
Whitehall,,LIGHT,MI,1998-07-15 23:30:00,1998,7,15,23
Muscatine,GREEN BLUE,OVAL,IA,1998-07-16 09:30:00,1998,7,16,9
Puyallup,,OTHER,WA,1998-07-16 15:00:00,1998,7,16,15
Pine Bush,,SPHERE,NY,1998-07-16 22:00:00,1998,7,16,22
Carson City,,SPHERE,NV,1998-07-16 23:00:00,1998,7,16,23
Jacksonville,,LIGHT,FL,1998-07-17 02:00:00,1998,7,17,2
Jacksonville,,OTHER,FL,1998-07-17 02:02:00,1998,7,17,2
Jacksonville,YELLOW,DIAMOND,FL,1998-07-17 02:10:00,1998,7,17,2
Indianapolis,,SPHERE,IN,1998-07-17 07:45:00,1998,7,17,7
Cleveland,,OTHER,OH,1998-07-17 16:00:00,1998,7,17,16
Fort Lauderdale,BLUE,FLASH,FL,1998-07-17 22:00:00,1998,7,17,22
Tukwila,,LIGHT,WA,1998-07-17 22:00:00,1998,7,17,22
Portland,,LIGHT,OR,1998-07-17 22:51:00,1998,7,17,22
Chandler,,LIGHT,AZ,1998-07-18 02:15:00,1998,7,18,2
Longmont,,TRIANGLE,CO,1998-07-18 10:07:00,1998,7,18,10
Rimrock Lake,,FORMATION,WA,1998-07-18 22:00:00,1998,7,18,22
Arcadia,,,KS,1998-07-19 00:30:00,1998,7,19,0
Winchendon,,SPHERE,MA,1998-07-19 05:00:00,1998,7,19,5
Hicksville,,EGG,NY,1998-07-19 11:30:00,1998,7,19,11
Ogden,,DISK,UT,1998-07-20 01:00:00,1998,7,20,1
Tinley Park,,LIGHT,IL,1998-07-20 02:00:00,1998,7,20,2
Des Moines,,OTHER,IA,1998-07-20 12:00:00,1998,7,20,12
Romulus,,FORMATION,MI,1998-07-20 18:30:00,1998,7,20,18
Brownstown,ORANGE,LIGHT,MI,1998-07-20 20:00:00,1998,7,20,20
Callaway,,FIREBALL,MN,1998-07-20 21:00:00,1998,7,20,21
Clearfield,,SPHERE,IA,1998-07-20 21:00:00,1998,7,20,21
Pembroke Pines,,TRIANGLE,FL,1998-07-20 21:00:00,1998,7,20,21
Canton,BLUE,FIREBALL,MI,1998-07-20 22:00:00,1998,7,20,22
Sun City,,FORMATION,CA,1998-07-20 22:00:00,1998,7,20,22
Mohrsville,,FORMATION,PA,1998-07-21 02:00:00,1998,7,21,2
Rochester,,OTHER,NY,1998-07-21 12:00:00,1998,7,21,12
Houston,,OTHER,TX,1998-07-21 21:00:00,1998,7,21,21
Leo,,LIGHT,IN,1998-07-21 21:45:00,1998,7,21,21
Napoleon,,,OH,1998-07-21 23:19:00,1998,7,21,23
Athens,,DISK,AL,1998-07-22 17:43:00,1998,7,22,17
"Hubbard,",,OTHER,OR,1998-07-23 00:00:00,1998,7,23,0
Fort Smith,,LIGHT,AR,1998-07-23 22:30:00,1998,7,23,22
Portland,,OTHER,ME,1998-07-24 01:40:00,1998,7,24,1
Tucson,,FIREBALL,AZ,1998-07-24 22:55:00,1998,7,24,22
Seely Lake,,LIGHT,MT,1998-07-24 23:30:00,1998,7,24,23
Baker,YELLOW GREEN,TEARDROP,CA,1998-07-25 02:30:00,1998,7,25,2
Tigard,,OVAL,OR,1998-07-25 16:30:00,1998,7,25,16
Jefferson,,OVAL,CO,1998-07-25 18:30:00,1998,7,25,18
Moscow Mills,GREEN,CIGAR,MO,1998-07-25 20:00:00,1998,7,25,20
Vancouver,,TRIANGLE,WA,1998-07-25 21:00:00,1998,7,25,21
Cascade Range,,LIGHT,OR,1998-07-25 22:00:00,1998,7,25,22
Tucson,GREEN,LIGHT,AZ,1998-07-25 22:00:00,1998,7,25,22
Erie,,LIGHT,PA,1998-07-26 00:30:00,1998,7,26,0
Portland,,CYLINDER,OR,1998-07-26 18:25:00,1998,7,26,18
Ballston Spa,GREEN BLUE,OVAL,NY,1998-07-26 21:30:00,1998,7,26,21
Corte Madera,,TRIANGLE,CA,1998-07-26 23:23:00,1998,7,26,23
I-84 exit about 1min off of highway.,,,CT,1998-07-27 00:49:00,1998,7,27,0
Southampton,,VARIOUS,NY,1998-07-27 03:00:00,1998,7,27,3
Charleston,GREEN,FIREBALL,WV,1998-07-27 04:40:00,1998,7,27,4
Castle Creek,,CIRCLE,NY,1998-07-27 21:13:00,1998,7,27,21
Yuma,,TRIANGLE,AZ,1998-07-28 01:30:00,1998,7,28,1
Omaha,,TRIANGLE,NE,1998-07-28 10:56:00,1998,7,28,10
Bristol,,DISK,VA,1998-07-28 18:10:00,1998,7,28,18
Bristol,,DISK,VA,1998-07-28 18:45:00,1998,7,28,18
Tulare,,RECTANGLE,CA,1998-07-28 22:00:00,1998,7,28,22
Aloha,,LIGHT,OR,1998-07-29 00:15:00,1998,7,29,0
St. Helen,RED,CIRCLE,MI,1998-07-30 22:00:00,1998,7,30,22
Auanga,,CIRCLE,CA,1998-07-30 23:45:00,1998,7,30,23
San Diego,,OTHER,CA,1998-07-31 00:00:00,1998,7,31,0
Las Vegas,,TRIANGLE,NV,1998-07-31 03:30:00,1998,7,31,3
Grass Valley,,LIGHT,CA,1998-07-31 04:00:00,1998,7,31,4
Binghamton,RED,SPHERE,NY,1998-08-01 00:00:00,1998,8,1,0
Pittsburgh,,TRIANGLE,PA,1998-08-01 00:00:00,1998,8,1,0
Provincetown,,LIGHT,MA,1998-08-01 00:00:00,1998,8,1,0
Excelsior Springs,BLUE,SPHERE,MO,1998-08-01 00:30:00,1998,8,1,0
Chicago,,LIGHT,IL,1998-08-01 03:00:00,1998,8,1,3
Fort Sill,,CYLINDER,OK,1998-08-01 14:00:00,1998,8,1,14
Howell,,,MI,1998-08-01 14:30:00,1998,8,1,14
Brigantine,ORANGE,LIGHT,NJ,1998-08-01 20:00:00,1998,8,1,20
St. Louis,,LIGHT,MO,1998-08-01 20:45:00,1998,8,1,20
Litchfield,,OTHER,IL,1998-08-01 21:00:00,1998,8,1,21
Big Sur,,CIGAR,CA,1998-08-01 22:30:00,1998,8,1,22
Lincoln,,LIGHT,NE,1998-08-01 22:30:00,1998,8,1,22
Minocqua,ORANGE,SPHERE,WI,1998-08-01 22:30:00,1998,8,1,22
Olean,ORANGE,LIGHT,NY,1998-08-01 22:30:00,1998,8,1,22
Albuquerque,,TRIANGLE,NM,1998-08-01 23:00:00,1998,8,1,23
Pierre,GREEN,,SD,1998-08-01 23:00:00,1998,8,1,23
Huntington Beach,,DISK,CA,1998-08-02 15:00:00,1998,8,2,15
Richmond,,SPHERE,VA,1998-08-02 23:30:00,1998,8,2,23
Salem,,VARIOUS,MA,1998-08-03 00:00:00,1998,8,3,0
Midland,,,SD,1998-08-03 00:30:00,1998,8,3,0
El Paso,,LIGHT,TX,1998-08-03 17:30:00,1998,8,3,17
El Paso,,FIREBALL,TX,1998-08-03 17:53:00,1998,8,3,17
Portland,BLUE,LIGHT,OR,1998-08-03 21:29:00,1998,8,3,21
Newton,,FORMATION,KS,1998-08-05 01:00:00,1998,8,5,1
East Machias,,LIGHT,ME,1998-08-05 21:00:00,1998,8,5,21
Grand Junction,RED BLUE,LIGHT,CO,1998-08-05 23:45:00,1998,8,5,23
Albany,,CONE,OR,1998-08-06 21:45:00,1998,8,6,21
Casa Grande,,TRIANGLE,AZ,1998-08-07 00:00:00,1998,8,7,0
Casa Grande,,TRIANGLE,AZ,1998-08-07 00:00:00,1998,8,7,0
Dickson City,,CHEVRON,PA,1998-08-07 14:00:00,1998,8,7,14
Lenoir City,,OTHER,TN,1998-08-07 19:00:00,1998,8,7,19
North Charleston,,,SC,1998-08-08 00:00:00,1998,8,8,0
Tacoma,,OTHER,WA,1998-08-08 09:30:00,1998,8,8,9
San Leandro,YELLOW,CHEVRON,CA,1998-08-08 20:00:00,1998,8,8,20
Chatsworth,YELLOW,CIRCLE,GA,1998-08-08 21:30:00,1998,8,8,21
Grayling,ORANGE,SPHERE,MI,1998-08-09 00:00:00,1998,8,9,0
Birkshire County,,VARIOUS,MA,1998-08-09 11:00:00,1998,8,9,11
Lompoc,,CIRCLE,CA,1998-08-09 23:20:00,1998,8,9,23
Big Pine,,LIGHT,CA,1998-08-10 01:00:00,1998,8,10,1
Albuquerque,,FIREBALL,NM,1998-08-10 06:00:00,1998,8,10,6
Otis,,SPHERE,OR,1998-08-10 15:00:00,1998,8,10,15
West. Simsbury,,OTHER,CT,1998-08-10 17:00:00,1998,8,10,17
Center Harbor,,LIGHT,NH,1998-08-10 21:30:00,1998,8,10,21
Sedona,,LIGHT,AZ,1998-08-10 21:30:00,1998,8,10,21
Seattle,,CIRCLE,WA,1998-08-10 21:40:00,1998,8,10,21
Harrisburg,,TRIANGLE,PA,1998-08-10 22:00:00,1998,8,10,22
Modesto,,TRIANGLE,CA,1998-08-10 22:00:00,1998,8,10,22
Trabuco,,LIGHT,CA,1998-08-10 22:00:00,1998,8,10,22
Georgetown,,VARIOUS,TX,1998-08-10 23:30:00,1998,8,10,23
Canby,,,OR,1998-08-11 00:00:00,1998,8,11,0
Mandan,,DISK,ND,1998-08-11 00:15:00,1998,8,11,0
Ettrick,RED,CIRCLE,WI,1998-08-12 00:30:00,1998,8,12,0
Cleveland,YELLOW,DIAMOND,OH,1998-08-12 03:15:00,1998,8,12,3
San Marcos,,OVAL,CA,1998-08-12 21:09:00,1998,8,12,21
Fair Lawn,,OVAL,NJ,1998-08-12 21:30:00,1998,8,12,21
Bothell,,DISK,WA,1998-08-12 22:24:00,1998,8,12,22
Midland,,DISK,TX,1998-08-13 00:00:00,1998,8,13,0
Tuskegee National Forest @ HWY 85,,DISK,AL,1998-08-13 01:00:00,1998,8,13,1
Lake Alpine,,SPHERE,CA,1998-08-13 02:00:00,1998,8,13,2
Hampton,,CIRCLE,NH,1998-08-13 03:00:00,1998,8,13,3
Belvidere,BLUE,FLASH,IL,1998-08-13 04:13:00,1998,8,13,4
Jeannette,,VARIOUS,PA,1998-08-13 10:10:00,1998,8,13,10
Plainview,BLUE,LIGHT,NY,1998-08-13 19:45:00,1998,8,13,19
New Riegel,,OTHER,OH,1998-08-13 21:43:00,1998,8,13,21
Coarsegold,RED,TRIANGLE,CA,1998-08-13 22:00:00,1998,8,13,22
Erie,,CIRCLE,PA,1998-08-13 22:30:00,1998,8,13,22
Blewett Pass-top of mountain pass,,LIGHT,WA,1998-08-14 00:00:00,1998,8,14,0
The Dalles,ORANGE,FIREBALL,OR,1998-08-14 03:15:00,1998,8,14,3
Burlington,,FIREBALL,ND,1998-08-14 16:00:00,1998,8,14,16
Seattle,,RECTANGLE,WA,1998-08-14 22:00:00,1998,8,14,22
Deshler,,RECTANGLE,OH,1998-08-15 00:00:00,1998,8,15,0
